web-scraper-order	web-scraper-start-url	title	image-src	link	iframe url
1744867946-188	https://www.crazygames.com/c/clicker/2?sorting=default	Hamster Factory ASMR	https://imgs.crazygames.com/hamster-factory-asmr_16x9/20240808010344/hamster-factory-asmr_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Hamster Factory ASMR	https://games.crazygames.com/en_US/hamster-factory-asmr/index.html
1744867946-189	https://www.crazygames.com/c/clicker/2?sorting=default	Soccer Clicker	https://imgs.crazygames.com/soccer-clicker_16x9/20250113034009/soccer-clicker_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Soccer Clicker	https://games.crazygames.com/en_US/soccer-clicker/index.html
1744867946-190	https://www.crazygames.com/c/clicker/2?sorting=default	Idle Dice	https://imgs.crazygames.com/idle-dice_16x9/20250317162519/idle-dice_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Idle Dice	https://games.crazygames.com/en_US/idle-dice/index.html
1744867946-191	https://www.crazygames.com/c/clicker/2?sorting=default	Incremental Epic Hero 2	https://imgs.crazygames.com/incremental-epic-hero-2/20220901173848/incremental-epic-hero-2-cover?metadata=none&quality=85&width=273&fit=crop	Incremental Epic Hero 2	https://games.crazygames.com/en_US/incremental-epic-hero-2/index.html
1744867946-192	https://www.crazygames.com/c/clicker/2?sorting=default	Console Idle	https://imgs.crazygames.com/console-idle_16x9/20250401112355/console-idle_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Console Idle	https://games.crazygames.com/en_US/console-idle/index.html
1744867946-193	https://www.crazygames.com/c/clicker/2?sorting=default	Sword Adventure Idle	https://imgs.crazygames.com/sword-adventure-idle/20230404090247/sword-adventure-idle-cover?metadata=none&quality=85&width=273&fit=crop	Sword Adventure Idle	https://games.crazygames.com/en_US/sword-adventure-idle/index.html
1744867946-194	https://www.crazygames.com/c/clicker/2?sorting=default	Race Clicker: Drift Max	https://imgs.crazygames.com/race-clicker-drift-max_16x9/20240923051803/race-clicker-drift-max_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Race Clicker: Drift Max	https://games.crazygames.com/en_US/race-clicker-drift-max/index.html
1744867946-195	https://www.crazygames.com/c/clicker/2?sorting=default	Block Blast 3D	https://imgs.crazygames.com/block-blast-3d_16x9/20240925115732/block-blast-3d_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Block Blast 3D	https://games.crazygames.com/en_US/block-blast-3d/index.html
1744867946-196	https://www.crazygames.com/c/clicker/2?sorting=default	GrindCraft	https://imgs.crazygames.com/games/grindcraft/cover-1662723311926.png?metadata=none&quality=85&width=273&fit=crop	GrindCraft	https://games.crazygames.com/en_US/grindcraft/index.html
1744867946-197	https://www.crazygames.com/c/clicker/2?sorting=default	Angles	https://imgs.crazygames.com/games/angles/cover-1645265191030.png?metadata=none&quality=85&width=273&fit=crop	Angles	https://games.crazygames.com/en_US/angles/index.html
1744867946-198	https://www.crazygames.com/c/clicker/2?sorting=default	DualForce Idle	https://imgs.crazygames.com/dualforce-idle/20201217110101/dualforce-idle-cover?metadata=none&quality=85&width=273&fit=crop	DualForce Idle	https://games.crazygames.com/en_US/dualforce-idle/index.html
1744867946-199	https://www.crazygames.com/c/clicker/2?sorting=default	Cosmic Miners	https://imgs.crazygames.com/games/cosmic-miners/cover_16x9-1693302599371.jpg?metadata=none&quality=85&width=273&fit=crop	Cosmic Miners	https://games.crazygames.com/en_US/cosmic-miners/index.html
1744867946-200	https://www.crazygames.com/c/clicker/2?sorting=default	LandLord - Real Estate Tycoon	https://imgs.crazygames.com/landlord---real-estate-tycoon_16x9/20241227072608/landlord---real-estate-tycoon_16x9-cover?metadata=none&quality=85&width=273&fit=crop	LandLord - Real Estate Tycoon	https://games.crazygames.com/en_US/landlord---real-estate-tycoon/index.html
1744867946-201	https://www.crazygames.com/c/clicker/2?sorting=default	Evolve	https://imgs.crazygames.com/games/evolve/cover-1605626847018.png?metadata=none&quality=85&width=273&fit=crop	Evolve	https://games.crazygames.com/en_US/evolve/index.html
1744867946-202	https://www.crazygames.com/c/clicker/2?sorting=default	MineMerge	https://imgs.crazygames.com/minemerge/20220509172039/minemerge-cover?metadata=none&quality=85&width=273&fit=crop	MineMerge	https://games.crazygames.com/en_US/minemerge/index.html
1744867946-203	https://www.crazygames.com/c/clicker/2?sorting=default	Idle Crafting Empire Tycoon	https://imgs.crazygames.com/idle-crafting-empire-tycoon_16x9/20250212032450/idle-crafting-empire-tycoon_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Idle Crafting Empire Tycoon	https://games.crazygames.com/en_US/idle-crafting-empire-tycoon/index.html
1744867946-204	https://www.crazygames.com/c/clicker/2?sorting=default	Block Destroyer	https://imgs.crazygames.com/block-destroyer_16x9/20240506090635/block-destroyer_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Block Destroyer	https://games.crazygames.com/en_US/block-destroyer/index.html
1744867946-205	https://www.crazygames.com/c/clicker/2?sorting=default	Pendulum Master	https://imgs.crazygames.com/pendulum-master_16x9/20240405105851/pendulum-master_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Pendulum Master	https://games.crazygames.com/en_US/pendulum-master/index.html
1744867946-206	https://www.crazygames.com/c/clicker/2?sorting=default	Pixel Smashers	https://imgs.crazygames.com/pixel-smashers_16x9/20241003092336/pixel-smashers_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Pixel Smashers	https://games.crazygames.com/en_US/pixel-smashers/index.html
1744867946-207	https://www.crazygames.com/c/clicker/2?sorting=default	My Chicken Farm	https://imgs.crazygames.com/my-chicken-farm/20221123132507/my-chicken-farm-cover?metadata=none&quality=85&width=273&fit=crop	My Chicken Farm	https://games.crazygames.com/en_US/my-chicken-farm/index.html
1744867946-208	https://www.crazygames.com/c/clicker/2?sorting=default	Backpack Idle	https://imgs.crazygames.com/backpack-idle_16x9/20240502023035/backpack-idle_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Backpack Idle	https://games.crazygames.com/en_US/backpack-idle/index.html
1744867946-209	https://www.crazygames.com/c/clicker/2?sorting=default	Garden Idle	https://imgs.crazygames.com/garden-idle/20230113111339/garden-idle-cover?metadata=none&quality=85&width=273&fit=crop	Garden Idle	https://games.crazygames.com/en_US/garden-idle/index.html
1744867946-210	https://www.crazygames.com/c/clicker/2?sorting=default	Idle Gun 2	https://imgs.crazygames.com/idle-gun-2/20230316123140/idle-gun-2-cover?metadata=none&quality=85&width=273&fit=crop	Idle Gun 2	https://games.crazygames.com/en_US/idle-gun-2/index.html
1744867946-211	https://www.crazygames.com/c/clicker/2?sorting=default	Maxwell Clicker	https://imgs.crazygames.com/maxwell-clicker/20230324074026/maxwell-clicker-cover?metadata=none&quality=85&width=273&fit=crop	Maxwell Clicker	https://games.crazygames.com/en_US/maxwell-clicker/index.html
1744867946-212	https://www.crazygames.com/c/clicker/2?sorting=default	Fantasy Idle Tycoon 2	https://imgs.crazygames.com/fantasy-idle-tycoon-2_16x9/20240916042409/fantasy-idle-tycoon-2_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Fantasy Idle Tycoon 2	https://games.crazygames.com/en_US/fantasy-idle-tycoon-2/index.html
1744867946-213	https://www.crazygames.com/c/clicker/2?sorting=default	Rocket Launch	https://imgs.crazygames.com/rocket-launch_16x9/20240726030034/rocket-launch_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Rocket Launch	https://games.crazygames.com/en_US/rocket-launch/index.html
1744867946-214	https://www.crazygames.com/c/clicker/2?sorting=default	Merging Gears	https://imgs.crazygames.com/merging-gears/20230412132722/merging-gears-cover?metadata=none&quality=85&width=273&fit=crop	Merging Gears	https://games.crazygames.com/en_US/merging-gears/index.html
1744867946-215	https://www.crazygames.com/c/clicker/2?sorting=default	Crash Test Idle	https://imgs.crazygames.com/crash-test-idle/20230106121556/crash-test-idle-cover?metadata=none&quality=85&width=273&fit=crop	Crash Test Idle	https://games.crazygames.com/en_US/crash-test-idle/index.html
1744867946-216	https://www.crazygames.com/c/clicker/2?sorting=default	Alchemy Merge Clicker	https://imgs.crazygames.com/alchemy-merge-clicker_16x9/20240704043842/alchemy-merge-clicker_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Alchemy Merge Clicker	https://games.crazygames.com/en_US/alchemy-merge-clicker/index.html
1744867946-217	https://www.crazygames.com/c/clicker/2?sorting=default	Blogger Clicker	https://imgs.crazygames.com/blogger-clicker_16x9/20240819041455/blogger-clicker_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Blogger Clicker	https://games.crazygames.com/en_US/blogger-clicker/index.html
1744867946-218	https://www.crazygames.com/c/clicker/2?sorting=default	Dragon Hunter	https://imgs.crazygames.com/let-s-journey_16x9/20241107081909/let-s-journey_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Dragon Hunter	https://games.crazygames.com/en_US/let-s-journey/index.html
1744867946-219	https://www.crazygames.com/c/clicker/2?sorting=default	MergeMine Idle	https://imgs.crazygames.com/mergemine-idle/20230217185751/mergemine-idle-cover?metadata=none&quality=85&width=273&fit=crop	MergeMine Idle	https://games.crazygames.com/en_US/mergemine-idle/index.html
1744867946-220	https://www.crazygames.com/c/clicker/2?sorting=default	Racer Clicker	https://imgs.crazygames.com/racer-clicker_16x9/20241025075403/racer-clicker_16x9-cover?metadata=none&quality=85&width=273&fit=crop	Racer Clicker	https://games.crazygames.com/en_US/racer-clicker/index.html
1744867946-221	https://www.crazygames.com/c/clicker/2?sorting=default	Construction Idle	https://imgs.crazygames.com/construction-idle/20221107120414/construction-idle-cover?metadata=none&quality=85&width=273&fit=crop	Construction Idle	https://games.crazygames.com/en_US/construction-idle/index.html
